Group,Age,Gender,Frequency_of_Trips,Income
A,61,1,8,2898.9565467810353
A,51,1,8,3173.799385487393
A,27,1,5,2886.832791804662
A,53,0,4,3057.06303717955
A,31,0,2,2748.220937293647
A,48,1,6,3175.909794939681
A,65,0,5,3156.9215159522837
A,32,0,6,3948.942918842091
A,25,0,7,2809.374525163149
A,31,1,3,2907.91724109751
A,40,1,9,3119.4121629685205
A,57,0,2,3482.21782215736
A,38,1,0,2454.2074234113993
A,33,1,6,3051.788260887534
A,62,0,4,1746.0869819724664
A,35,0,6,2864.2340416388024
A,64,1,4,3536.3635150496802
A,41,0,5,2636.928781826341
A,43,1,2,3088.418807642656
A,42,1,5,2735.5472128081988
A,62,0,4,2570.298901133159
A,58,1,3,3485.742999134051
A,46,1,5,2477.370655077173
A,32,0,3,3146.4826469315467
A,62,0,3,3154.1758103830794
A,18,0,4,2574.100241480688
A,42,1,8,3077.8426284788143
A,24,0,5,2532.5260812660113
A,26,0,4,3260.895937454579
A,41,0,4,2342.527142678553
A,18,0,4,2830.1972484040793
A,61,1,4,2873.6141701710503
A,25,1,7,3556.477669105335
A,41,0,8,3070.0215358559462
A,28,1,7,3477.5067450560296
A,68,0,3,3277.3455242449395
A,34,0,6,3274.1515004478792
A,25,1,6,2834.033404884966
A,52,1,4,3510.4529417624435
A,52,0,6,2821.9147953489987
A,50,0,9,2135.087260034946
A,22,1,6,2892.6064157665537
A,59,0,4,3226.738202322034
A,56,1,6,2196.6871406435935
A,58,0,7,2557.4488206398073
A,45,0,4,2384.705779911322
A,24,1,3,3393.3585523544816
A,26,1,4,3836.431318506248
A,25,1,5,2895.150422893392
A,29,1,3,3265.7651815341296
A,51,1,5,3252.7596829498616
A,50,1,3,3776.8984732199806
A,65,1,5,2673.7235480236964
A,40,0,5,2890.060517620838
A,41,0,5,2829.615675287971
A,54,0,6,3037.6836200201315
A,52,1,6,4252.158401058405
A,61,1,6,3015.4055575986567
A,57,1,5,2572.64467369647
A,39,0,7,2422.7513865534406
A,44,1,3,3626.3225036565236
A,52,1,5,2570.3727480109605
A,18,0,7,3331.793479599548
A,52,1,2,2660.154335370686
A,54,0,8,2366.653631708414
A,64,0,4,3302.5998001509106
A,31,1,2,2684.627566618234
A,20,1,5,3212.7128196194467
A,18,1,5,3249.641470423022
A,22,0,4,3273.1326225062344
A,43,0,6,2865.925658028407
A,31,0,8,3343.091778252354
A,56,1,4,2538.7268357759585
A,44,1,3,1772.954874467933
A,26,1,6,3353.446086560054
A,32,1,4,3082.795252418735
A,32,0,2,2694.9608779930145
A,43,0,3,2264.4236190124775
A,59,0,1,1981.7108505823285
A,30,0,9,3025.871674104486
A,68,1,5,3824.392982864976
A,49,1,3,2930.72129178451
A,56,1,4,2819.332306654227
A,66,0,3,2987.8160787520783
A,69,0,4,4089.602555954385
A,49,1,6,3375.9521133265666
A,21,1,4,2533.2123741498053
A,47,0,2,3014.0519519510517
A,54,1,6,3166.21845557747
A,40,0,3,2471.8305667105774
A,56,0,6,3379.5683111712797
A,62,0,2,2591.095601427823
A,32,1,8,2244.527116329965
A,60,1,3,3038.066776919889
A,46,0,6,2958.9220702548223
A,53,1,4,2999.4890488986525
A,30,0,5,2617.677691168606
A,49,0,6,2687.4436910644795
A,24,0,1,3564.2233301845554
A,68,0,5,3220.5428075003742
A,39,1,7,2521.6269617113576
A,45,0,6,2024.6515527899462
A,19,0,6,2542.7917989438947
A,59,1,7,3078.6495360800955
A,62,0,4,2684.034140822779
A,23,0,3,2645.1748974115894
A,45,1,8,2705.4197805346685
A,45,1,4,2963.646218631856
A,61,1,5,3392.3139564791745
A,61,0,5,2999.7903980271535
A,37,1,3,3030.9685107588252
A,47,1,9,2887.5698180585896
A,28,0,8,2750.3215839226305
A,45,0,6,3447.1204356599646
A,42,0,3,3371.201033922098
A,56,0,5,4022.639958833025
A,50,0,5,3305.2821491946265
A,18,1,5,2750.7928390962684
A,44,1,3,2547.674345444905
A,69,1,7,3476.472630355808
A,30,0,3,2592.506557844945
A,58,0,0,3404.8683432610355
A,20,0,6,2620.043003053693
A,56,1,6,3174.57919189364
A,23,1,4,2470.124392566819
A,25,0,5,3389.9426771660405
A,44,1,9,2383.1641722453755
A,26,0,5,3136.478664753351
A,54,1,4,2901.0800328864943
A,50,1,3,3050.90321861313
A,68,1,6,2802.098082919183
A,59,0,2,2790.3700263145047
A,61,1,6,3077.3906020048857
A,41,1,6,2498.930810955074
A,32,0,6,2495.9889691666617
A,49,1,5,2820.7252501807943
A,49,0,3,2801.2649301404963
A,41,0,4,2497.301768097813
A,58,0,4,3462.1073464573324
A,69,0,5,2832.7632907841976
A,66,0,4,2886.668898501944
A,66,1,4,2336.235837015227
A,69,0,5,4035.8179273060596
A,29,0,5,4213.533697777457
A,56,0,5,2609.800710797826
A,19,0,7,3613.043190584549
A,20,1,3,2954.0933081312046
A,66,0,2,3801.884796406553
A,54,1,4,3168.116543200193
A,66,0,4,3049.8810843836995
A,34,1,6,1750.365230190709
A,66,0,3,2560.6970132866586
A,19,0,5,3010.2603347874715
A,19,1,5,3099.3331263519894
A,45,0,5,2392.583143031308
A,40,1,5,2635.6142356618607
A,54,0,3,3276.7235086254095
A,49,1,10,2308.394635133321
A,50,0,5,3066.86486186177
A,18,0,4,3618.9767657445277
A,36,1,4,3192.7348145559104
A,19,0,7,3167.7433715829884
A,61,0,3,1989.9242754111183
A,43,0,6,2589.0436117910517
A,49,0,2,4027.10091679552
A,23,0,4,2700.419041227034
A,49,0,4,3632.238104773534
A,21,1,4,2694.5795553218586
A,28,1,8,2861.089749245268
A,34,1,5,3257.7934226767593
A,55,0,8,3050.3465079970047
A,41,1,5,3190.75622550054
A,22,0,7,2590.8048726365064
A,69,0,8,2431.864905265622
A,51,0,3,2557.0641928047494
A,23,0,4,2733.8409292688166
A,39,1,6,2885.3593089712945
A,28,0,4,3518.6376903199102
A,65,1,4,3043.6707280125243
A,33,0,6,3242.2985512542923
A,50,1,2,3070.800506290066
A,26,1,4,2442.282873235612
A,23,1,2,3008.6347630028245
A,33,1,8,3065.391055095768
A,46,1,7,3379.9616106706535
A,20,1,2,2465.7059651782674
A,37,0,5,1979.7945674258199
A,53,1,6,3088.131907585249
A,36,0,7,3176.92500079419
A,43,1,7,2910.307596841476
A,20,0,7,3014.0104503633956
A,36,1,6,3439.3861892914024
A,37,1,5,2770.5972117362458
A,49,0,5,2860.6795789207104
A,24,1,8,3039.518222306916
A,69,1,7,2390.0926604153287
A,58,1,4,2924.0513874761227
A,50,0,5,2968.128341332897
A,57,1,8,3818.521107160137
A,56,0,5,2850.9421711857694
A,35,1,2,3100.0056199722335
A,57,1,3,3459.3088026948712
A,18,0,7,2581.257637344786
A,28,1,3,3687.8701934380833
A,45,1,8,3881.9351160286387
A,42,0,1,2985.5518561756626
A,67,1,5,2730.28696927031
A,40,0,3,3813.559712195194
A,48,0,5,3397.815436384074
A,47,0,5,3040.984602331918
A,59,1,2,3713.421909807851
A,52,0,7,3660.4960942746598
A,24,0,2,2831.8715230208886
A,33,1,4,3124.364926649575
A,43,0,5,3288.396243962978
A,65,1,4,3014.365014943926
A,69,1,4,2304.56470454786
A,66,1,5,2530.8702481508767
A,19,1,4,2320.8686072698865
A,18,0,4,3246.462151512002
A,65,0,5,2407.823841438128
A,29,0,7,3096.209035408715
A,22,0,6,3915.9519131375787
A,54,0,6,3713.885092456073
A,49,1,8,2081.2916765330106
A,26,0,5,2360.649264614497
A,58,0,2,2611.741787910071
A,52,0,4,2415.488155390316
A,36,1,6,2173.0928113391333
A,65,1,3,2994.5798301373798
A,33,0,3,3352.550274708282
A,20,1,5,3477.0170193614435
A,37,0,5,2762.7619146280954
A,41,0,6,2864.048149842204
A,50,1,2,3177.8386225623776
A,41,1,6,2945.7572190804253
A,69,0,4,3405.303388047901
A,28,0,3,3215.182431417257
A,66,1,4,2811.8477882429856
A,25,0,2,2071.6818441732785
A,53,1,6,3749.5158027409966
A,55,0,8,2656.958855277839
A,57,1,5,3178.7793228651303
A,37,0,6,2041.7041656404513
A,52,0,5,2994.3417083070976
A,65,1,5,3050.1309804310995
A,42,0,6,3074.301036273831
A,52,0,4,4506.896641358998
A,42,1,4,2684.4408131032837
A,46,0,5,3410.3321134783464
A,35,0,5,3261.6162261046884
A,63,0,4,2660.6805036662067
A,35,1,4,3402.834701590465
A,19,1,7,2917.839531534599
A,52,1,5,3437.6216087883595
A,33,0,4,3980.481311710857
A,58,0,3,3075.39944531705
A,53,0,9,2859.4373854657742
A,50,0,6,3525.7780919052066
A,21,1,6,3698.326582967171
A,50,0,4,2558.371230303975
A,31,0,7,2773.521455230962
A,38,0,6,3337.711635920631
A,65,1,6,2933.9839947926403
A,37,0,2,2522.8339935066065
A,25,0,6,3270.3474139476975
A,24,0,4,3335.7448578533863
A,20,0,7,2832.807122051512
A,34,0,8,3030.6743826656184
A,50,1,6,2711.7134655269406
A,65,0,3,2452.381287044014
A,29,0,4,2751.467696685907
A,68,0,5,3036.966175087953
A,39,0,3,2262.455389265352
A,39,0,5,2787.9935343739207
A,63,0,8,3043.9150652963694
A,47,0,8,3597.329955062434
A,55,0,5,2843.7038225997344
A,55,0,5,2377.048824945389
A,62,0,8,2895.1699936511354
A,68,1,5,2716.7153479549547
A,25,1,4,3276.0892775286816
A,44,1,3,2831.0473368188855
A,44,1,7,1644.7166892103646
A,51,0,4,4845.812250598902
A,38,1,4,3071.1816457954646
A,47,1,5,3044.5957551542897
A,50,0,3,2229.295014001484
A,45,1,5,2267.715367019194
A,64,1,4,2954.025521163484
A,50,0,6,3168.08566615582
A,22,0,5,3351.057069588376
A,65,0,5,3118.7188286591304
A,36,1,2,2407.028898415933
A,21,1,5,1747.7666954599756
A,52,0,3,2949.8888253108976
A,66,0,3,2733.012664695436
A,34,1,5,2368.7141379438576
A,61,0,4,3414.0291120528127
A,45,1,3,2212.2116254100056
A,47,0,4,3308.4844197282914
A,46,0,2,2294.931012491259
A,63,1,6,3067.0443427916653
A,23,0,7,3466.987161009311
A,52,0,3,2831.033342198863
A,58,0,5,3844.959917253411
A,54,1,4,3958.943162796752
A,41,0,6,3118.5875000098276
A,46,0,6,3270.6926852951365
A,66,0,2,3530.35443315826
A,63,0,2,3272.2131862427445
A,48,0,5,3218.6216087992716
A,52,0,2,2737.9652986119563
A,50,1,7,2156.321912411144
A,69,1,4,2304.9522933752614
A,38,0,5,4191.18367938076
A,49,1,7,3161.2294789025004
A,40,1,5,2877.158259304334
A,50,0,7,3631.6636295589547
A,20,1,1,2625.271013569085
A,35,1,3,3291.554133706594
A,42,1,4,3038.596016780019
A,59,1,9,3230.0137505518014
A,48,1,4,2831.7950653530715
A,20,1,5,2517.6528463548098
A,57,1,6,2588.564463430179
A,63,1,6,2608.057898869851
A,41,0,3,2998.514843838922
A,67,0,3,2221.9324097630288
A,49,1,5,2376.285692488954
A,64,1,7,3067.762148764601
A,39,0,6,2936.1624777930424
A,40,1,6,3095.115767128349
A,19,1,4,2977.4782328334454
A,44,0,7,4259.475103444107
A,59,0,4,3063.3692169954365
A,19,0,8,2810.460175256362
A,43,1,5,3050.565892680755
A,34,1,5,3509.977521255165
A,57,0,4,2975.1858053112674
A,50,0,5,3342.3641793181228
A,26,1,2,3198.022982201108
A,60,0,3,2854.792211578678
A,65,1,7,3055.437899440976
A,56,1,5,3799.461057096038
A,46,0,6,3121.539147518982
A,59,0,7,2506.989487914465
A,43,1,2,2840.2447864335622
A,52,0,7,1942.8763751335973
A,67,0,5,3068.69935337644
A,42,0,5,3656.0311718914068
A,41,0,7,2329.2971159330727
A,30,1,6,3074.8663672540247
A,24,1,5,3492.715902934643
A,53,1,0,3545.569316598242
A,62,1,7,3639.9005861379155
A,37,0,5,2065.8730843272483
A,18,0,5,3252.465477305905
A,25,1,6,2247.2174074526974
A,63,1,8,2500.8339317137643
A,33,0,4,3410.561129804253
A,31,1,6,3079.0235609258084
A,29,1,4,3363.1680371196867
A,68,0,1,2535.4416975991508
A,40,1,3,3736.8015550814384
A,32,0,4,3344.1669669205253
A,45,0,5,3444.6490596467297
A,51,1,4,2459.916611942432
A,19,0,5,3585.700620106309
A,49,1,2,2841.9192116797985
A,40,0,2,2694.3868649273045
A,39,1,5,3312.731770022831
A,68,1,5,3291.6058873939696
A,42,1,5,2576.590576121331
A,39,0,6,4028.15050509626
A,39,0,4,3907.1752881948873
A,66,1,9,3302.5175704058847
A,69,0,7,3215.201711365844
A,59,1,2,3164.893113130148
A,23,1,3,2225.001686990664
A,32,0,4,3056.4036939607313
A,60,1,6,3049.770790947874
A,54,0,7,2711.9941568808094
A,50,1,4,2845.3254139992077
A,25,0,5,1809.3538026422634
A,61,1,5,2451.3635349375045
A,61,1,3,3460.913145753645
A,22,0,3,3865.5984508196807
A,56,1,7,2528.3096573521143
A,21,1,3,3091.4243274879695
A,23,0,8,3549.191164698658
A,62,1,8,2739.892487052623
A,49,0,5,3338.1240886173077
A,69,1,5,2983.10515220992
A,47,0,3,3595.2009942126742
A,64,1,3,2358.7746301656884
A,52,1,6,2447.7116856161733
A,57,1,5,3139.7695844714053
A,69,0,4,3048.1030499502185
A,33,0,6,2971.838051753335
A,30,0,3,3287.9170801022415
A,67,0,12,2534.675217721132
A,59,1,1,2315.2821941892857
A,47,1,6,2749.945945985637
A,36,0,1,2805.8607206509505
A,34,0,6,2858.1264094710446
A,36,0,1,3634.5228556769384
A,45,1,4,3385.2086233996047
A,43,0,3,3266.6199345777145
A,54,0,3,3110.9997973146556
A,43,1,5,2782.9057721422223
A,40,1,5,2573.0274216082776
A,26,0,5,2401.4212896539893
A,29,1,9,2652.7465747646625
A,18,0,3,2978.5390058195057
A,18,1,3,2422.507899908667
A,64,0,6,3084.7598788683044
A,51,0,6,2902.7809363821775
A,49,0,3,2801.3507942283986
A,65,0,7,3580.7664506058186
A,42,1,4,1769.6906888886344
A,57,1,1,2808.135227357535
A,62,1,7,1823.7812771852612
A,18,1,7,3119.2813364647213
A,33,0,2,3381.090791599463
A,56,0,5,2324.446897893099
A,22,1,6,2388.471208054305
A,39,1,9,2150.850084144772
A,46,1,3,3031.8209963565837
A,20,1,4,2829.6058618979864
A,29,1,10,2860.6726348042034
A,43,0,4,2816.0141802570593
A,33,0,4,2513.2004678160306
A,68,0,4,3565.937011948018
A,54,1,7,3136.170340065814
A,39,1,8,2407.668231611198
A,46,1,6,2649.726592083749
A,31,1,6,2563.965612766262
A,45,0,3,3702.963951736531
A,22,0,5,3355.6096363414326
A,64,1,6,2936.7552715387237
A,66,0,2,3853.6105924769295
A,47,0,8,3726.021797599592
A,63,1,5,2884.644552929115
A,69,1,4,2794.717338938095
A,22,1,4,2818.818022051326
A,29,1,2,2523.6267020155346
A,33,1,5,3866.9872242335814
A,43,1,5,2496.7937484705612
A,43,0,4,3434.15215771372
A,65,0,2,3345.2715654544145
A,38,1,4,2847.567010888217
A,56,0,4,3905.022551832225
A,53,1,1,2220.451839459236
A,50,1,8,2960.1543495105548
A,47,1,4,2755.4799175297476
A,54,1,10,3480.2965751354263
A,40,0,6,3176.7829321875843
A,27,1,3,2136.3524106667537
A,22,0,6,3619.7397218732267
A,53,1,4,3242.730861462284
A,51,1,3,2482.2540690185347
A,69,1,2,2825.1604476068037
A,48,0,3,2350.0575425139587
A,27,1,5,2914.58098719176
A,36,1,3,3075.0589836799113
A,49,1,4,2832.6764206830258
A,18,0,3,2774.7677500635727
A,22,0,6,2193.629815474411
A,62,0,5,3168.6207307516042
A,21,1,5,2037.7727015685236
A,33,0,4,3015.539759118631
A,41,1,4,2100.4220879837694
A,33,0,6,3025.2524452431435
A,19,0,4,2996.940497706126
A,66,1,6,3201.67248383927
A,45,0,4,3431.1428584007963
A,49,1,5,3523.794211125469
A,44,1,5,2194.978700312035
A,37,0,4,2970.89697343346
A,41,1,5,4005.470442280027
A,29,1,3,3059.5502842488536
A,67,0,4,2584.325929849343
A,52,0,6,2960.149436780332
A,50,1,6,2808.1670298429694
A,50,0,1,2411.770921433923
A,68,1,3,3434.552094103504
A,60,1,4,3292.1762791376814
A,54,0,6,2332.745463943936
A,29,0,4,2953.362708091549
A,20,0,3,2716.7681754089385
A,18,0,14,2199.2037427375167
A,50,1,5,2292.5902712620073
A,57,1,4,2367.020088099834
A,27,0,5,2970.7851232786015
A,60,0,5,2771.0234998983215
A,61,1,7,2520.4060189520433
A,46,1,7,2804.0584851895246
A,30,1,7,3373.7674859227386
A,29,1,2,3178.3480486360277
A,48,0,5,3500.9344038109516
A,63,1,3,2885.8435676403756
A,19,1,7,3801.278595340822
A,68,0,2,3174.039941849246
A,67,1,6,2755.5412883293047
A,52,1,4,3046.4759048451847
A,40,0,8,2375.9620237050913
A,34,0,5,2846.9074318761154
A,43,0,1,3214.987115113304
A,25,1,2,3305.8347540492946
A,46,1,3,2794.9188885844014
A,43,0,6,4366.945213761317
A,27,0,8,2913.8961284223556
A,43,1,4,2160.8029789284233
A,51,0,3,3606.633596004249
A,68,0,6,3303.5636519248387
A,58,0,6,3115.844410477625
A,24,1,8,2767.539554454111
A,21,1,6,3196.6732580132207
A,67,1,6,3809.5081229988155
A,62,1,5,3100.816468670073
A,28,1,4,2264.983206594537
A,46,1,5,1273.3229584061169
A,53,0,5,3192.279780319193
A,42,1,6,2507.043229369946
A,38,1,11,2950.143641302098
A,53,0,8,2595.4611884933
A,27,1,7,2559.545507901701
A,54,1,7,2617.3629333568665
A,26,0,4,2662.562320041717
A,41,0,8,3388.117994241418
A,52,0,6,3286.8218965682922
A,66,1,2,2396.0055885944134
A,52,0,4,2464.1326368164955
A,65,1,0,3189.5609522346863
A,53,1,6,3526.251182717761
A,35,1,0,3518.5706799570626
A,66,1,7,2498.545579609884
A,56,0,9,3494.6557159501126
A,49,0,7,2111.865182840575
A,41,1,2,2898.5577914949804
A,40,0,4,3243.513221304326
A,49,1,8,1960.5974934791743
A,54,1,5,4046.428462042731
A,29,1,5,3663.347591488308
A,66,0,6,3323.5019861802944
A,30,1,2,2517.4858962175394
A,40,1,4,2965.9481877114335
A,42,0,7,3395.2100848815107
A,52,0,3,2438.669216500093
A,58,0,6,2909.762884380991
A,47,0,2,3455.191924905491
A,34,1,8,2252.702499113475
A,66,0,10,3166.2123555102276
A,37,1,5,2122.61518518941
A,65,0,4,2528.076622210673
A,42,0,4,2747.7036971619527
A,39,0,8,3256.777806359389
A,30,0,9,2649.605448746898
A,36,0,7,3062.7741956645755
A,66,0,7,2656.3859310958837
A,53,1,3,2734.691613942424
A,29,0,8,3625.3307538930744
A,58,0,7,2424.8859108788806
A,36,0,2,3379.5769869735923
A,29,0,5,2999.468057262509
A,26,1,7,2712.223155546005
A,24,0,6,2391.238583794941
A,45,0,1,2426.8818464504543
A,31,0,3,2630.6774876210266
A,48,0,4,2924.972796389429
A,69,1,4,3301.7548180782005
A,36,0,3,2849.880370038819
A,64,1,7,2883.3445740588904
A,33,0,9,2958.0048883388476
A,22,1,4,3238.3888457193643
A,52,1,3,3322.401409598255
A,29,0,4,2306.5172622140763
A,42,0,4,2858.9626451283443
A,69,1,6,3613.702008673961
A,38,1,3,2341.9400231400227
A,53,0,10,3037.1564452244793
A,40,1,5,2914.57799810161
A,33,1,5,2716.662205031694
A,56,1,3,3795.391325521679
A,62,0,2,3018.417904433937
A,59,1,7,3755.572535972157
A,56,1,5,3002.813602622205
A,31,1,4,3230.127944658866
A,48,0,6,2711.38924553651
A,22,0,5,2716.953162351123
A,52,1,4,3204.6737651244302
A,40,0,7,3213.8487288167953
A,46,1,4,3298.993533295927
A,60,0,2,3188.3391434772875
A,28,0,3,2331.7895364979577
A,35,1,8,2596.8156616437923
A,64,0,5,3424.9714430743475
A,29,0,6,2020.7673172983314
A,26,0,2,3146.3036207528016
A,27,1,3,2944.059950465409
A,61,0,3,3424.79093373618
A,34,0,7,3208.3105930353777
A,55,1,5,2668.009860145769
A,24,0,2,2645.3249808491682
A,63,0,2,2738.6082635015405
A,30,0,7,3290.031523685314
A,57,0,8,1848.8931602223777
A,59,0,4,3078.6897221785307
A,26,1,4,2558.4827063863163
A,67,1,4,3095.4176489036286
A,44,0,3,3172.2488932516844
A,19,0,4,2168.8367085356563
A,22,0,6,2886.5667864996844
A,46,1,5,3077.785178400123
A,54,1,5,3043.975047637574
A,55,0,3,2938.8995234420177
A,36,0,6,2389.556240092994
A,25,1,4,2465.6859846767293
A,65,0,2,2310.9763386230748
A,62,1,5,3277.022785419877
A,18,1,7,2942.2145790966993
A,39,0,8,2974.1233803536434
A,69,1,0,2147.2532780775527
A,34,0,5,2983.1986013693972
A,24,0,4,3316.8185359913414
A,42,0,6,2079.0802127128604
A,62,0,4,2732.2968706275146
A,21,0,7,2214.8254342275973
A,53,0,2,2789.8589626350563
A,23,1,3,2549.5040512145383
A,48,1,3,3190.4544168208013
A,36,1,5,3084.619781713196
A,61,1,6,3645.7522028170224
A,56,0,9,2972.961075349753
A,44,1,6,3169.2439010521366
A,27,1,7,2721.1462591757613
A,43,1,2,2448.467674385711
A,36,0,2,3417.3812173450433
A,56,1,8,3621.62752677354
A,20,0,8,3352.8278496191265
A,62,1,8,3065.6140615647664
A,30,0,7,2512.953222757362
A,67,0,6,3570.814086713473
A,45,1,2,3289.754657818506
A,37,0,7,4012.439304664723
A,45,0,6,2422.7880248800466
A,25,1,5,3431.28325062369
A,58,1,6,3274.553252437399
A,56,1,4,2828.986399875972
A,18,0,4,3681.917440101552
A,20,0,4,3201.172574212274
A,30,0,5,2531.553485769173
A,45,1,4,2940.830491862795
A,66,0,7,2525.5705964484437
A,42,0,2,2765.7421423072433
A,50,0,4,3351.9130767698666
A,55,0,1,3494.637022617108
A,23,0,6,3110.6061668946827
A,61,0,1,2624.962561705234
A,62,0,6,3190.8042101976785
A,49,1,6,3361.6998189788183
A,62,1,0,2013.9441273801413
A,64,1,6,3058.2393875154585
A,38,0,1,2904.9051008003344
A,33,0,4,3476.855627704786
A,38,1,6,3192.8445824307496
A,28,0,7,3242.175850736393
A,54,1,6,2759.044516809519
A,53,0,3,3000.825858566218
A,52,0,7,3471.842484901944
A,36,1,6,2967.5601335148617
A,37,1,5,3087.334777865787
A,35,1,7,2232.0213507789667
A,64,1,4,2965.729981836392
A,58,1,7,1994.0000159469453
A,66,0,1,2741.9275653208715
A,31,0,2,3031.7577788634494
A,32,0,2,3383.5153972422854
A,48,1,6,2500.420028274012
A,18,1,8,3186.842071735051
A,20,1,6,3734.2467021810644
A,33,1,0,2679.6280671421887
A,40,1,10,2226.473539138671
A,28,1,2,3144.919978528544
A,29,0,5,2404.001496731854
A,27,0,8,2590.50071326324
A,49,0,5,3461.668470851243
A,33,0,4,3938.4496376883408
A,25,0,3,2499.6549418292575
A,55,1,7,2631.2901299922933
A,29,1,7,2780.0655187955904
A,41,1,3,2726.0959732372867
A,45,1,3,3966.6462569060172
A,25,1,2,2734.7160851561066
A,45,1,2,2806.1240427369357
A,53,0,7,3808.0887365874128
A,43,1,4,3288.3381557696507
A,25,1,1,3492.9496164746224
A,67,1,3,2546.943563488804
A,45,1,10,2734.910158412132
A,45,0,3,2480.14082116052
A,54,0,6,3400.630773017908
A,58,1,4,3612.621603891722
A,53,0,5,2700.1128154092435
A,44,0,3,2817.879338547862
A,34,1,7,2839.754967480671
A,26,1,5,2226.388003360912
A,50,1,2,2663.0889611201733
A,37,1,6,3386.6331073818005
A,30,1,3,2562.290747777453
A,45,0,2,3046.490931102494
A,65,1,7,2345.9905127679217
A,46,1,6,2927.999544435566
A,30,1,3,2718.339422706996
A,63,0,5,2389.1642581081164
A,52,1,7,3395.193048077556
A,23,1,4,3423.3136806005095
A,35,1,4,2515.2306438820124
A,68,0,3,2891.908267903136
A,22,1,6,3022.1593415362245
A,64,1,4,2092.6191064360755
A,42,1,5,2301.453636802984
A,19,0,7,3643.1422181833905
A,27,1,4,2467.436551748715
A,47,1,3,3629.091554125848
A,67,1,1,2327.2931628083343
A,62,0,5,3329.4138885702014
A,22,1,8,2844.3484462448323
A,50,1,5,2914.6168654228168
A,18,1,5,3927.967956766982
A,35,0,3,2372.906682840659
A,49,0,3,3297.3990981305355
A,64,1,6,3276.7448317789112
A,66,0,5,4677.286694583188
A,28,0,7,2461.434589884057
A,38,0,6,2687.0076032482816
A,43,1,8,3407.961142916277
A,42,1,8,2899.8680703990685
A,39,0,8,2768.4745216341253
A,44,0,9,3478.7557441615827
A,66,0,5,2866.7157818481396
A,30,1,3,2554.070464809291
A,50,1,4,3363.1050773809907
A,51,0,5,3187.6440040139305
A,58,0,6,2843.576702197012
A,52,0,7,2819.8492406199894
A,18,0,4,2542.5466975297186
A,38,1,6,3362.548427557671
A,65,0,13,2819.9460913728126
A,23,1,3,2615.077048213165
A,45,0,7,2357.2224164040726
A,34,0,7,3196.077178954418
A,22,0,2,2745.7085105435012
A,48,0,5,1993.6623430054642
A,22,0,2,2398.3656051779767
A,55,1,4,2883.2015321705085
A,20,0,3,2897.231167541416
A,40,0,3,2878.228874814675
A,54,0,1,2808.621944216219
A,54,1,7,2262.0731386317943
A,27,1,4,2562.7257379254743
A,27,1,9,3591.8884932420506
A,36,1,4,3518.114063426533
A,34,0,6,3288.9758911720255
A,38,0,3,3244.751302020334
